piloto_id,booking_id,fecha_recaudo,monto,fecha_abono,fecha_saldado
P216,be028169276c92498e96331e,2026-07-21 20:07:00,62000,2026-07-21 20:07:40,2026-07-21 20:07:40
P216,ed0875103cc6407a47ac0bbd,2026-07-28 07:38:00,210000,2026-07-28 07:38:33,2026-07-28 07:38:33
P216,8a43b4857e6e33e170b73c44,2026-07-24 08:23:00,150000,2026-07-24 08:23:45,2026-07-24 08:23:45
P216,7b458a2ed84962ce2198b4bb,2026-08-02 20:07:00,62000,,
P220,ca5939e2d6bc66776a1023f5,2026-08-04 10:06:00,120000,2026-08-04 10:06:09,2026-08-04 10:06:09
P220,1ee4c60371b20671e53628b7,2026-08-23 11:11:00,48000,2026-08-23 11:11:41,2026-08-23 11:11:41
P220,55601f55c6f3bcb39a3f3d3b,2026-07-16 07:35:00,210000,2026-07-16 07:35:10,2026-07-16 07:35:10
P220,d49f12498445b1f566e4df44,2026-08-09 19:30:00,48000,2026-08-09 19:30:40,2026-08-09 19:30:40
P220,fad203d1ea9ea1a8f84a8a7b,2026-08-08 11:37:00,210000,2026-08-08 11:37:16,2026-08-08 11:37:16
P220,36e2c7f60393ae98b19d596e,2026-07-27 18:30:00,35000,2026-07-27 18:30:24,2026-07-27 18:30:24
